x,y,MAX_TEMPERATURE,PROVINCE_CODE,TOTAL_RAIN,COOLING_DEGREE_DAYS,MEAN_TEMPERATURE,TOTAL_SNOW,CLIMATE_IDENTIFIER,LOCAL_MONTH,MIN_REL_HUMIDITY_FLAG,STATION_NAME,ID,TOTAL_PRECIPITATION,COOLING_DEGREE_DAYS_FLAG,SPEED_MAX_GUST,HEATING_DEGREE_DAYS,LOCAL_DATE,LOCAL_YEAR,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,MAX_TEMPERATURE_FLAG,MIN_TEMPERATURE_FLAG,LOCAL_DAY,MAX_REL_HUMIDITY_FLAG,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST_FLAG,MIN_REL_HUMIDITY,MEAN_TEMPERATURE_FLAG,TOTAL_RAIN_FLAG,MIN_TEMPERATURE,TOTAL_PRECIPITATION_FLAG,MAX_REL_HUMIDITY,SPEED_MAX_GUST_FLAG,HEATING_DEGREE_DAYS_FLAG,DIRECTION_MAX_GUST
-77.78277777777778,48.053333333333335,17.1,QC,,0,10.7,,7098605,9,,VAL D'OR A,7098605.2011.9.6,0,,0,7.3,2011-09-06 00:00:00,2011,M,,,,6,,,,,,M,4.2,,,,,0
-77.78277777777778,48.053333333333335,19.2,QC,,0,11.2,,7098605,9,,VAL D'OR A,7098605.2011.9.7,0,,0,6.8,2011-09-07 00:00:00,2011,M,,,,7,,,,,,M,3.1,,,,,0
-77.78277777777778,48.053333333333335,21.7,QC,,0,15,,7098605,9,,VAL D'OR A,7098605.2011.9.8,0,,0,3,2011-09-08 00:00:00,2011,M,,,,8,,,,,,M,8.2,,,,,0
-77.78277777777778,48.053333333333335,22.7,QC,,0,15,,7098605,9,,VAL D'OR A,7098605.2011.9.9,0,,0,3,2011-09-09 00:00:00,2011,M,,,,9,,,,,,M,7.2,,,,,0
-77.78277777777778,48.053333333333335,16.3,QC,,0,10.2,,7098605,9,,VAL D'OR A,7098605.2011.9.10,0,,0,7.8,2011-09-10 00:00:00,2011,M,,,,10,,,,,,M,4,,,,,0
-77.78277777777778,48.053333333333335,26.1,QC,,0,17.5,,7098605,9,,VAL D'OR A,7098605.2011.9.11,0,,0,0.5,2011-09-11 00:00:00,2011,M,,,,11,,,,,,M,8.8,,,,,0
-77.78277777777778,48.053333333333335,19.1,QC,,0,14.1,,7098605,9,,VAL D'OR A,7098605.2011.9.12,0,,0,3.9,2011-09-12 00:00:00,2011,M,,,,12,,,,,,M,9,,,,,0
-77.78277777777778,48.053333333333335,18.8,QC,,0,13.3,,7098605,9,,VAL D'OR A,7098605.2011.9.13,1.5,,0,4.7,2011-09-13 00:00:00,2011,M,,,,13,,,,,,M,7.7,,,,,0
-77.78277777777778,48.053333333333335,13.4,QC,,0,8.5,,7098605,9,,VAL D'OR A,7098605.2011.9.14,2.5,,0,9.5,2011-09-14 00:00:00,2011,M,,,,14,,,,,,M,3.5,,,,,0
-77.78277777777778,48.053333333333335,7.8,QC,,0,4.4,,7098605,9,,VAL D'OR A,7098605.2011.9.15,0.5,,0,13.6,2011-09-15 00:00:00,2011,M,,,,15,,,,,,M,1,,,,,0
-77.78277777777778,48.053333333333335,13.1,QC,,0,7,,7098605,9,,VAL D'OR A,7098605.2011.9.16,0,,0,11,2011-09-16 00:00:00,2011,M,,,,16,,,,,,M,0.9,,,,,0
-77.78277777777778,48.053333333333335,17,QC,,0,8.7,,7098605,9,,VAL D'OR A,7098605.2011.9.17,0,,0,9.3,2011-09-17 00:00:00,2011,M,,,,17,,,,,,M,0.3,,,,,0
-77.78277777777778,48.053333333333335,19.1,QC,,0,10.1,,7098605,9,,VAL D'OR A,7098605.2011.9.18,0,,0,7.9,2011-09-18 00:00:00,2011,M,,,,18,,,,,,M,1,,,,,0
-77.78277777777778,48.053333333333335,19.6,QC,,0,12.4,,7098605,9,,VAL D'OR A,7098605.2011.9.19,7.5,,0,5.6,2011-09-19 00:00:00,2011,M,,,,19,,,,,,M,5.1,,,,,0
-77.78277777777778,48.053333333333335,19.6,QC,,0,14.1,,7098605,9,,VAL D'OR A,7098605.2011.9.20,0,,0,3.9,2011-09-20 00:00:00,2011,M,,,,20,,,,,,M,8.6,,,,,0
-77.78277777777778,48.053333333333335,21.6,QC,,0,13.7,,7098605,9,,VAL D'OR A,7098605.2011.9.21,0.8,,0,4.3,2011-09-21 00:00:00,2011,M,,,,21,,,,,,M,5.8,,,,,0
-77.78277777777778,48.053333333333335,17.6,QC,,0,14,,7098605,9,,VAL D'OR A,7098605.2011.9.22,4.6,,0,4,2011-09-22 00:00:00,2011,M,,,,22,,,,,,M,10.4,,,,,0
-77.78277777777778,48.053333333333335,15.4,QC,,0,11.7,,7098605,9,,VAL D'OR A,7098605.2011.9.23,0,,0,6.3,2011-09-23 00:00:00,2011,M,,,,23,,,,,,M,7.9,,,,,0
-77.78277777777778,48.053333333333335,24.6,QC,,0.5,18.5,,7098605,9,,VAL D'OR A,7098605.2011.9.24,0,,0,0,2011-09-24 00:00:00,2011,M,,,,24,,,,,,M,12.3,,,,,0
-77.78277777777778,48.053333333333335,20.8,QC,,0,14.1,,7098605,9,,VAL D'OR A,7098605.2011.9.25,0,,0,3.9,2011-09-25 00:00:00,2011,M,,,,25,,,,,,M,7.4,,,,,0
-77.78277777777778,48.053333333333335,22.1,QC,,0,13.1,,7098605,9,,VAL D'OR A,7098605.2011.9.26,0,,0,4.9,2011-09-26 00:00:00,2011,M,,,,26,,,,,,M,4,,,,,0
-77.78277777777778,48.053333333333335,24.9,QC,,0,15.1,,7098605,9,,VAL D'OR A,7098605.2011.9.27,0,,0,2.9,2011-09-27 00:00:00,2011,M,,,,27,,,,,,M,5.3,,,,,0
-77.78277777777778,48.053333333333335,22.4,QC,,0.1,18.1,,7098605,9,,VAL D'OR A,7098605.2011.9.28,0,,0,0,2011-09-28 00:00:00,2011,M,,,,28,,,,,,M,13.7,,,,,0
-77.78277777777778,48.053333333333335,17.1,QC,,0,12.8,,7098605,9,,VAL D'OR A,7098605.2011.9.29,22.1,,0,5.2,2011-09-29 00:00:00,2011,M,,,,29,,,,,,M,8.5,,,,,0
-77.78277777777778,48.053333333333335,8.4,QC,,0,5.1,,7098605,9,,VAL D'OR A,7098605.2011.9.30,6.8,,0,12.9,2011-09-30 00:00:00,2011,M,,,,30,,,,,,M,1.7,,,,,0
-77.78277777777778,48.053333333333335,7.9,QC,,0,3.1,,7098605,10,,VAL D'OR A,7098605.2011.10.1,0,,0,14.9,2011-10-01 00:00:00,2011,M,,,,1,,,,,,M,-1.8,,,,,0
-77.78277777777778,48.053333333333335,14.4,QC,,0,5.8,,7098605,10,,VAL D'OR A,7098605.2011.10.2,0,,0,12.2,2011-10-02 00:00:00,2011,M,,,,2,,,,,,M,-2.9,,,,,0
-77.78277777777778,48.053333333333335,16.8,QC,,0,9.1,,7098605,10,,VAL D'OR A,7098605.2011.10.3,0,,0,8.9,2011-10-03 00:00:00,2011,M,,,,3,,,,,,M,1.3,,,,,0
-77.78277777777778,48.053333333333335,13.8,QC,,0,7.6,,7098605,10,,VAL D'OR A,7098605.2011.10.4,0,,0,10.4,2011-10-04 00:00:00,2011,M,,,,4,,,,,,M,1.3,,,,,0
-77.78277777777778,48.053333333333335,12.9,QC,,0,5.4,,7098605,10,,VAL D'OR A,7098605.2011.10.5,0,,0,12.6,2011-10-05 00:00:00,2011,M,,,,5,,,,,,M,-2.1,,,,,0
-77.78277777777778,48.053333333333335,13.8,QC,,0,4.7,,7098605,10,,VAL D'OR A,7098605.2011.10.6,0,,0,13.3,2011-10-06 00:00:00,2011,M,,,,6,,,,,,M,-4.5,,,,,0
-77.78277777777778,48.053333333333335,24,QC,,0,13.6,,7098605,10,,VAL D'OR A,7098605.2011.10.7,0,,0,4.4,2011-10-07 00:00:00,2011,M,,,,7,,,,,,M,3.1,,,,,0
-77.78277777777778,48.053333333333335,26.5,QC,,1.6,19.6,,7098605,10,,VAL D'OR A,7098605.2011.10.8,0,,0,0,2011-10-08 00:00:00,2011,M,,,,8,,,,,,M,12.7,,,,,0
-77.78277777777778,48.053333333333335,26.1,QC,,1.4,19.4,,7098605,10,,VAL D'OR A,7098605.2011.10.9,0,,0,0,2011-10-09 00:00:00,2011,M,,,,9,,,,,,M,12.6,,,,,0
-77.78277777777778,48.053333333333335,16.5,QC,,0,10.7,,7098605,10,,VAL D'OR A,7098605.2011.10.10,0,,0,7.3,2011-10-10 00:00:00,2011,M,,,,10,,,,,,M,4.8,,,,,0
-77.78277777777778,48.053333333333335,21.8,QC,,0,12.7,,7098605,10,,VAL D'OR A,7098605.2011.10.11,0,,0,5.3,2011-10-11 00:00:00,2011,M,,,,11,,,,,,M,3.5,,,,,0
-77.78277777777778,48.053333333333335,21.4,QC,,0,14.6,,7098605,10,,VAL D'OR A,7098605.2011.10.12,0,,0,3.4,2011-10-12 00:00:00,2011,M,,,,12,,,,,,M,7.7,,,,,0
-77.78277777777778,48.053333333333335,12.4,QC,,0,11.3,,7098605,10,,VAL D'OR A,7098605.2011.10.13,2.8,,0,6.7,2011-10-13 00:00:00,2011,M,,,,13,,,,,,M,10.1,,,,,0
-77.78277777777778,48.053333333333335,17.1,QC,,0,14.6,,7098605,10,,VAL D'OR A,7098605.2011.10.14,10.8,,0,3.4,2011-10-14 00:00:00,2011,M,,,,14,,,,,,M,12.1,,,,,0
-77.78277777777778,48.053333333333335,13,QC,,0,8.4,,7098605,10,,VAL D'OR A,7098605.2011.10.15,21.5,,0,9.6,2011-10-15 00:00:00,2011,M,,,,15,,,,,,M,3.7,,,,,0
-77.78277777777778,48.053333333333335,9,QC,,0,6,,7098605,10,,VAL D'OR A,7098605.2011.10.16,1.1,,0,12,2011-10-16 00:00:00,2011,M,,,,16,,,,,,M,3,,,,,0
-77.78277777777778,48.053333333333335,5.2,QC,,0,3.6,,7098605,10,,VAL D'OR A,7098605.2011.10.17,3.1,,0,14.4,2011-10-17 00:00:00,2011,M,,,,17,,,,,,M,1.9,,,,,0
-77.78277777777778,48.053333333333335,7.3,QC,,0,5.4,,7098605,10,,VAL D'OR A,7098605.2011.10.18,1.8,,0,12.6,2011-10-18 00:00:00,2011,M,,,,18,,,,,,M,3.4,,,,,0
-77.78277777777778,48.053333333333335,6.3,QC,,0,4.8,,7098605,10,,VAL D'OR A,7098605.2011.10.19,0,,0,13.2,2011-10-19 00:00:00,2011,M,,,,19,,,,,,M,3.2,,,,,0
-77.78277777777778,48.053333333333335,5.4,QC,,0,4.3,,7098605,10,,VAL D'OR A,7098605.2011.10.20,26.8,,0,13.7,2011-10-20 00:00:00,2011,M,,,,20,,,,,,M,3.1,,,,,0
-77.78277777777778,48.053333333333335,5.2,QC,,0,3.8,,7098605,10,,VAL D'OR A,7098605.2011.10.21,4.6,,0,14.2,2011-10-21 00:00:00,2011,M,,,,21,,,,,,M,2.3,,,,,0
-77.78277777777778,48.053333333333335,7.4,QC,,0,2.8,,7098605,10,,VAL D'OR A,7098605.2011.10.22,0,,0,15.2,2011-10-22 00:00:00,2011,M,,,,22,,,,,,M,-1.8,,,,,0
-77.78277777777778,48.053333333333335,5.3,QC,,0,1.4,,7098605,10,,VAL D'OR A,7098605.2011.10.23,0,,0,16.6,2011-10-23 00:00:00,2011,M,,,,23,,,,,,M,-2.5,,,,,0
-77.78277777777778,48.053333333333335,8.3,QC,,0,6.3,,7098605,10,,VAL D'OR A,7098605.2011.10.24,12.9,,0,11.7,2011-10-24 00:00:00,2011,M,,,,24,,,,,,M,4.3,,,,,0
-77.78277777777778,48.053333333333335,6.5,QC,,0,2.7,,7098605,10,,VAL D'OR A,7098605.2011.10.25,1.3,,0,15.3,2011-10-25 00:00:00,2011,M,,,,25,,,,,,M,-1.2,,,,,0
-77.78277777777778,48.053333333333335,3,QC,,0,0.7,,7098605,10,,VAL D'OR A,7098605.2011.10.26,0,,0,17.3,2011-10-26 00:00:00,2011,M,,,,26,,,,,,M,-1.7,,,,,0
-77.78277777777778,48.053333333333335,2.8,QC,,0,-0.1,,7098605,10,,VAL D'OR A,7098605.2011.10.27,0,,0,18.1,2011-10-27 00:00:00,2011,M,,,,27,,,,,,M,-3,,,,,0
-77.78277777777778,48.053333333333335,3,QC,,0,-0.4,,7098605,10,,VAL D'OR A,7098605.2011.10.28,0,,0,18.4,2011-10-28 00:00:00,2011,M,,,,28,,,,,,M,-3.8,,,,,0
-77.78277777777778,48.053333333333335,3.3,QC,,0,-0.8,,7098605,10,,VAL D'OR A,7098605.2011.10.29,0.5,,0,18.8,2011-10-29 00:00:00,2011,M,,,,29,,,,,,M,-4.8,,,,,0
-77.78277777777778,48.053333333333335,5,QC,,0,2.2,,7098605,10,,VAL D'OR A,7098605.2011.10.30,2.3,,0,15.8,2011-10-30 00:00:00,2011,M,,,,30,,,,,,M,-0.7,,,,,0
-77.78277777777778,48.053333333333335,6.8,QC,,0,2.4,,7098605,10,,VAL D'OR A,7098605.2011.10.31,0,,0,15.6,2011-10-31 00:00:00,2011,M,,,,31,,,,,,M,-2.1,,,,,0
-77.78277777777778,48.053333333333335,10.1,QC,,0,5.4,,7098605,11,,VAL D'OR A,7098605.2011.11.1,0,,0,12.6,2011-11-01 00:00:00,2011,M,,,,1,,,,,,M,0.7,,,,,0
-77.78277777777778,48.053333333333335,6.5,QC,,0,4.9,,7098605,11,,VAL D'OR A,7098605.2011.11.2,21.6,,0,13.1,2011-11-02 00:00:00,2011,M,,,,2,,,,,,M,3.3,,,,,0
-77.78277777777778,48.053333333333335,3.6,QC,,0,1.4,,7098605,11,,VAL D'OR A,7098605.2011.11.3,3.8,,0,16.6,2011-11-03 00:00:00,2011,M,,,,3,,,,,,M,-0.8,,,,,0
-77.78277777777778,48.053333333333335,2.4,QC,,0,-2.1,,7098605,11,,VAL D'OR A,7098605.2011.11.4,0.3,,0,20.1,2011-11-04 00:00:00,2011,M,,,,4,,,,,,M,-6.6,,,,,0
-77.78277777777778,48.053333333333335,6.1,QC,,0,-0.2,,7098605,11,,VAL D'OR A,7098605.2011.11.5,0,,0,18.2,2011-11-05 00:00:00,2011,M,,,,5,,,,,,M,-6.5,,,,,0
-77.78277777777778,48.053333333333335,10.4,QC,,0,3.1,,7098605,11,,VAL D'OR A,7098605.2011.11.6,0,,0,14.9,2011-11-06 00:00:00,2011,M,,,,6,,,,,,M,-4.3,,,,,0
-77.78277777777778,48.053333333333335,13.7,QC,,0,8.8,,7098605,11,,VAL D'OR A,7098605.2011.11.7,0,,0,9.2,2011-11-07 00:00:00,2011,M,,,,7,,,,,,M,3.8,,,,,0
-77.78277777777778,48.053333333333335,5.9,QC,,0,3.9,,7098605,11,,VAL D'OR A,7098605.2011.11.8,0,,0,14.1,2011-11-08 00:00:00,2011,M,,,,8,,,,,,M,1.9,,,,,0
-77.78277777777778,48.053333333333335,8.5,QC,,0,4.4,,7098605,11,,VAL D'OR A,7098605.2011.11.9,16.4,,0,13.6,2011-11-09 00:00:00,2011,M,,,,9,,,,,,M,0.2,,,,,0
-77.78277777777778,48.053333333333335,9.8,QC,,0,4.1,,7098605,11,,VAL D'OR A,7098605.2011.11.10,2.1,,0,13.9,2011-11-10 00:00:00,2011,M,,,,10,,,,,,M,-1.7,,,,,0
-77.78277777777778,48.053333333333335,-1,QC,,0,-2,,7098605,11,,VAL D'OR A,7098605.2011.11.11,1.3,,0,20,2011-11-11 00:00:00,2011,M,,,,11,,,,,,M,-3,,,,,0
-77.78277777777778,48.053333333333335,2.8,QC,,0,0.2,,7098605,11,,VAL D'OR A,7098605.2011.11.12,0.5,,0,17.8,2011-11-12 00:00:00,2011,M,,,,12,,,,,,M,-2.5,,,,,0
-77.78277777777778,48.053333333333335,7.5,QC,,0,4.1,,7098605,11,,VAL D'OR A,7098605.2011.11.13,1.8,,0,13.9,2011-11-13 00:00:00,2011,M,,,,13,,,,,,M,0.7,,,,,0
-77.78277777777778,48.053333333333335,10.2,QC,,0,5,,7098605,11,,VAL D'OR A,7098605.2011.11.14,15.1,,0,13,2011-11-14 00:00:00,2011,M,,,,14,,,,,,M,-0.2,,,,,0
-77.78277777777778,48.053333333333335,7.2,QC,,0,3.6,,7098605,11,,VAL D'OR A,7098605.2011.11.15,0.6,,0,14.4,2011-11-15 00:00:00,2011,M,,,,15,,,,,,M,0,,,,,0
-77.78277777777778,48.053333333333335,7.3,QC,,0,3,,7098605,11,,VAL D'OR A,7098605.2011.11.16,0,,0,15,2011-11-16 00:00:00,2011,M,,,,16,,,,,,M,-1.3,,,,,0
-77.78277777777778,48.053333333333335,-1.4,QC,,0,-4.3,,7098605,11,,VAL D'OR A,7098605.2011.11.17,0.3,,0,22.3,2011-11-17 00:00:00,2011,M,,,,17,,,,,,M,-7.2,,,,,0
-77.78277777777778,48.053333333333335,-0.3,QC,,0,-4.9,,7098605,11,,VAL D'OR A,7098605.2011.11.18,1.3,,0,22.9,2011-11-18 00:00:00,2011,M,,,,18,,,,,,M,-9.5,,,,,0
-77.78277777777778,48.053333333333335,2.3,QC,,0,1,,7098605,11,,VAL D'OR A,7098605.2011.11.19,5,,0,17,2011-11-19 00:00:00,2011,M,,,,19,,,,,,M,-0.3,,,,,0
-77.78277777777778,48.053333333333335,0.4,QC,,0,-6.2,,7098605,11,,VAL D'OR A,7098605.2011.11.20,3.3,,0,24.2,2011-11-20 00:00:00,2011,M,,,,20,,,,,,M,-12.8,,,,,0
-77.78277777777778,48.053333333333335,-7.2,QC,,0,-13.1,,7098605,11,,VAL D'OR A,7098605.2011.11.21,0,,0,31.1,2011-11-21 00:00:00,2011,M,,,,21,,,,,,M,-19,,,,,0
-77.78277777777778,48.053333333333335,-3.2,QC,,0,-6.3,,7098605,11,,VAL D'OR A,7098605.2011.11.22,0,,0,24.3,2011-11-22 00:00:00,2011,M,,,,22,,,,,,M,-9.3,,,,,0
-77.78277777777778,48.053333333333335,-1.1,QC,,0,-7.2,,7098605,11,,VAL D'OR A,7098605.2011.11.23,0,,0,25.2,2011-11-23 00:00:00,2011,M,,,,23,,,,,,M,-13.2,,,,,0
-77.78277777777778,48.053333333333335,4.7,QC,,0,1.4,,7098605,11,,VAL D'OR A,7098605.2011.11.24,0,,0,16.6,2011-11-24 00:00:00,2011,M,,,,24,,,,,,M,-1.9,,,,,0
-77.78277777777778,48.053333333333335,6.1,QC,,0,3.3,,7098605,11,,VAL D'OR A,7098605.2011.11.25,0,,0,14.7,2011-11-25 00:00:00,2011,M,,,,25,,,,,,M,0.4,,,,,0
-77.78277777777778,48.053333333333335,0.6,QC,,0,-0.6,,7098605,11,,VAL D'OR A,7098605.2011.11.26,17.1,,0,18.6,2011-11-26 00:00:00,2011,M,,,,26,,,,,,M,-1.8,,,,,0
-77.78277777777778,48.053333333333335,8.2,QC,,0,3.2,,7098605,11,,VAL D'OR A,7098605.2011.11.27,23.6,,0,14.8,2011-11-27 00:00:00,2011,M,,,,27,,,,,,M,-1.8,,,,,0
-77.78277777777778,48.053333333333335,-1.9,QC,,0,-3.1,,7098605,11,,VAL D'OR A,7098605.2011.11.28,0,,0,21.1,2011-11-28 00:00:00,2011,M,,,,28,,,,,,M,-4.3,,,,,0
-77.78277777777778,48.053333333333335,-1.7,QC,,0,-3.7,,7098605,11,,VAL D'OR A,7098605.2011.11.29,0,,0,21.7,2011-11-29 00:00:00,2011,M,,,,29,,,,,,M,-5.7,,,,,0
-77.78277777777778,48.053333333333335,-2.6,QC,,0,-4.3,,7098605,11,,VAL D'OR A,7098605.2011.11.30,0,,0,22.3,2011-11-30 00:00:00,2011,M,,,,30,,,,,,M,-6,,,,,0
-77.78277777777778,48.053333333333335,-2.2,QC,,0,-4.4,,7098605,12,,VAL D'OR A,7098605.2011.12.1,0,,0,22.4,2011-12-01 00:00:00,2011,M,,,,1,,,,,,M,-6.5,,,,,0
-77.78277777777778,48.053333333333335,-6.3,QC,,0,-11.6,,7098605,12,,VAL D'OR A,7098605.2011.12.2,0,,0,29.6,2011-12-02 00:00:00,2011,M,,,,2,,,,,,M,-16.8,,,,,0
-77.78277777777778,48.053333333333335,2.3,QC,,0,-5.6,,7098605,12,,VAL D'OR A,7098605.2011.12.3,2.1,,0,23.6,2011-12-03 00:00:00,2011,M,,,,3,,,,,,M,-13.4,,,,,0
-77.78277777777778,48.053333333333335,4,QC,,0,0.2,,7098605,12,,VAL D'OR A,7098605.2011.12.4,6.6,,0,17.8,2011-12-04 00:00:00,2011,M,,,,4,,,,,,M,-3.7,,,,,0
-77.78277777777778,48.053333333333335,-3.7,QC,,0,-7.8,,7098605,12,,VAL D'OR A,7098605.2011.12.5,0,,0,25.8,2011-12-05 00:00:00,2011,M,,,,5,,,,,,M,-11.8,,,,,0
-77.78277777777778,48.053333333333335,-9,QC,,0,-13.2,,7098605,12,,VAL D'OR A,7098605.2011.12.6,0,,0,31.2,2011-12-06 00:00:00,2011,M,,,,6,,,,,,M,-17.3,,,,,0
-77.78277777777778,48.053333333333335,-3.4,QC,,0,-5.9,,7098605,12,,VAL D'OR A,7098605.2011.12.8,1,,0,23.9,2011-12-08 00:00:00,2011,M,,,,8,,,,,,M,-8.3,,,,,0
-77.78277777777778,48.053333333333335,-5.9,QC,,0,-12.1,,7098605,12,,VAL D'OR A,7098605.2011.12.9,0,,0,30.1,2011-12-09 00:00:00,2011,M,,,,9,,,,,,M,-18.2,,,,,0
-77.78277777777778,48.053333333333335,-11.2,QC,,0,-15.3,,7098605,12,,VAL D'OR A,7098605.2011.12.10,0,,0,33.3,2011-12-10 00:00:00,2011,M,,,,10,,,,,,M,-19.4,,,,,0
-77.78277777777778,48.053333333333335,-0.8,QC,,0,-7.3,,7098605,12,,VAL D'OR A,7098605.2011.12.11,0,,0,25.3,2011-12-11 00:00:00,2011,M,,,,11,,,,,,M,-13.7,,,,,0
-77.78277777777778,48.053333333333335,1.6,QC,,0,0.2,,7098605,12,,VAL D'OR A,7098605.2011.12.12,0.3,,0,17.8,2011-12-12 00:00:00,2011,M,,,,12,,,,,,M,-1.2,,,,,0
-77.78277777777778,48.053333333333335,-0.3,QC,,0,-4.2,,7098605,12,,VAL D'OR A,7098605.2011.12.13,0,,0,22.2,2011-12-13 00:00:00,2011,M,,,,13,,,,,,M,-8.1,,,,,0
-77.78277777777778,48.053333333333335,-0.1,QC,,0,-3.9,,7098605,12,,VAL D'OR A,7098605.2011.12.14,2.3,,0,21.9,2011-12-14 00:00:00,2011,M,,,,14,,,,,,M,-7.7,,,,,0
-77.78277777777778,48.053333333333335,5.1,QC,,0,1.9,,7098605,12,,VAL D'OR A,7098605.2011.12.15,8,,0,16.1,2011-12-15 00:00:00,2011,M,,,,15,,,,,,M,-1.3,,,,,0
-77.78277777777778,48.053333333333335,-1.3,QC,,0,-9.4,,7098605,12,,VAL D'OR A,7098605.2011.12.16,0.3,,0,27.4,2011-12-16 00:00:00,2011,M,,,,16,,,,,,M,-17.5,,,,,0
-77.78277777777778,48.053333333333335,-13,QC,,0,-18.1,,7098605,12,,VAL D'OR A,7098605.2011.12.17,0,,0,36.1,2011-12-17 00:00:00,2011,M,,,,17,,,,,,M,-23.1,,,,,0
-77.78277777777778,48.053333333333335,-3.7,QC,,0,-11.9,,7098605,12,,VAL D'OR A,7098605.2011.12.18,0,,0,29.9,2011-12-18 00:00:00,2011,M,,,,18,,,,,,M,-20.1,,,,,0
-77.78277777777778,48.053333333333335,0.5,QC,,0,-5.7,,7098605,12,,VAL D'OR A,7098605.2011.12.19,3.3,,0,23.7,2011-12-19 00:00:00,2011,M,,,,19,,,,,,M,-11.8,,,,,0
-77.78277777777778,48.053333333333335,-6.8,QC,,0,-10.7,,7098605,12,,VAL D'OR A,7098605.2011.12.20,0,,0,28.7,2011-12-20 00:00:00,2011,M,,,,20,,,,,,M,-14.6,,,,,0
-77.78277777777778,48.053333333333335,-1,QC,,0,-4.2,,7098605,12,,VAL D'OR A,7098605.2011.12.21,0,,0,22.2,2011-12-21 00:00:00,2011,M,,,,21,,,,,,M,-7.3,,,,,0
-77.78277777777778,48.053333333333335,-2.5,QC,,0,-11,,7098605,12,,VAL D'OR A,7098605.2011.12.22,0,,0,29,2011-12-22 00:00:00,2011,M,,,,22,,,,,,M,-19.5,,,,,0
